"status","network","netmask","nexthop","metric","locprf","weight","path","origin"
"*>","1.11.8.0","21","200.219.145.23",NA,NA,0,"53242 12956 2828 9318 38091 18313","i"
"*","1.11.16.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 15412 9848 38091 18313","i"
"*>","1.11.16.0","21","200.219.145.23",NA,NA,0,"53242 12956 2828 9318 38091 18313","i"
"*","1.11.24.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 15412 9848 38091 18313","i"
"*>","1.11.24.0","21","200.219.145.23",NA,NA,0,"53242 12956 2828 9318 38091 18313","i"
"*","1.11.32.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 3491 9848 38091 18313","i"
"*>","1.11.32.0","21","200.219.145.23",NA,NA,0,"53242 12956 3491 9848 38091 18313","i"
"*","1.11.40.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 3491 9848 38091 18313","i"
"*>","1.11.40.0","21","200.219.145.23",NA,NA,0,"53242 12956 3491 9848 38091 18313","i"
"*","1.11.48.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 3491 9848 38091 18313","i"
"*>","1.11.48.0","21","200.219.145.23",NA,NA,0,"53242 12956 3491 9848 38091 18313","i"
"*","1.11.56.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 3491 9848 38091 18313","i"
"*>","1.11.56.0","21","200.219.145.23",NA,NA,0,"53242 12956 3491 9848 38091 18313","i"
"*","1.11.64.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 3491 9848 38091","i"
"*>","1.11.64.0","21","200.219.145.23",NA,NA,0,"53242 12956 3491 9848 38091","i"
"*","1.11.72.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 3491 9848 38091","i"
"*>","1.11.72.0","21","200.219.145.23",NA,NA,0,"53242 12956 3491 9848 38091","i"
"*","1.11.80.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 3491 9848 38091","i"
"*>","1.11.80.0","21","200.219.145.23",NA,NA,0,"53242 12956 3491 9848 38091","i"
"*","1.11.88.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 3491 9848 38091","i"
"*>","1.11.88.0","21","200.219.145.23",NA,NA,0,"53242 12956 3491 9848 38091","i"
"*","1.11.92.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 2828 9318 45996","i"
"*>","1.11.92.0","23","200.219.145.23",NA,NA,0,"53242 12956 2828 9318 45996","i"
"*","1.11.94.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 2828 9318 45996","i"
"*>","1.11.94.0","24","200.219.145.23",NA,NA,0,"53242 12956 2828 9318 45996","i"
"*","1.11.96.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3786 38091 38669","i"
"*>","1.11.96.0","22","200.219.145.23",NA,NA,0,"53242 7738 701 3786 38091 38669","i"
"*","1.11.100.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3786 38091 38669","i"
"*>","1.11.100.0","22","200.219.145.23",NA,NA,0,"53242 7738 701 3786 38091 38669","i"
"*","1.11.104.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3786 38091 38669","i"
"*>","1.11.104.0","22","200.219.145.23",NA,NA,0,"53242 7738 701 3786 38091 38669","i"
"*","1.11.108.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3786 38091 38669","i"
"*>","1.11.108.0","22","200.219.145.23",NA,NA,0,"53242 7738 701 3786 38091 38669","i"
"*","1.11.112.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3786 38091 38669","i"
"*>","1.11.112.0","22","200.219.145.23",NA,NA,0,"53242 7738 701 3786 38091 38669","i"
"*","1.11.116.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3786 38091 38669","i"
"*>","1.11.116.0","22","200.219.145.23",NA,NA,0,"53242 7738 701 3786 38091 38669","i"
"*","1.11.120.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3786 38091 38669","i"
"*>","1.11.120.0","22","200.219.145.23",NA,NA,0,"53242 7738 701 3786 38091 38669","i"
"*","1.11.124.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3786 38091 38669","i"
"*>","1.11.124.0","22","200.219.145.23",NA,NA,0,"53242 7738 701 3786 38091 38669","i"
"*","1.11.128.0","17","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 3491 9848 38091 17839","i"
"*>","1.11.128.0","17","200.219.145.23",NA,NA,0,"53242 12956 3491 9848 38091 17839","i"
"*","1.12.0.0","14","200.219.145.45",NA,NA,0,"28135 18881 3549 1239 4837 4808 17431 18245","i"
"*>","1.12.0.0","14","200.219.145.23",NA,NA,0,"53242 7738 6453 4837 4808 17431 18245","i"
"*","1.16.0.0","18","200.219.145.45",NA,NA,0,"28135 18881 3549 1239 9318 45996","i"
"*>","1.16.0.0","18","200.219.145.23",NA,NA,0,"53242 12956 1239 9318 45996","i"
"*","1.18.117.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3786 9700","i"
"*>","1.18.117.0","24","200.219.145.23",NA,NA,0,"53242 12956 1239 3786 9700","i"
"*","1.18.119.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 1299 4766 23600","i"
"*>","1.18.119.0","24","200.219.145.23",NA,NA,0,"53242 12956 4766 23600","i"
"*","1.18.122.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 1280 23599","i"
"*>","1.18.122.0","24","200.219.145.23",NA,NA,0,"53242 12956 6939 1280 23599","i"
"*","1.18.123.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 174 9957 9286 23599","i"
"*>","1.18.123.0","24","200.219.145.23",NA,NA,0,"53242 7738 174 9957 9286 23599","i"
"*","1.18.125.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 2828 9318 23599","?"
"*>","1.18.125.0","24","200.219.145.23",NA,NA,0,"53242 12956 4134 9318 23599","i"
"*","1.18.126.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 1299 4766 23599","?"
"*>","1.18.126.0","24","200.219.145.23",NA,NA,0,"53242 12956 4766 23599","?"
"*","1.18.127.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 2828 9318 1237 23596","i"
"*>","1.18.127.0","24","200.219.145.23",NA,NA,0,"53242 12956 4766 1237 23596","i"
"*","1.18.128.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 4134 4847 24151 23596","i"
"*>","1.18.128.0","24","200.219.145.23",NA,NA,0,"53242 12956 4134 4847 24151 23596","i"
"*","1.18.130.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 1299 4766 23596","i"
"*>","1.18.130.0","24","200.219.145.23",NA,NA,0,"53242 12956 4766 23596","i"
"*","1.18.134.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 2828 9318 23600","i"
"*>","1.18.134.0","24","200.219.145.23",NA,NA,0,"53242 12956 2828 9318 23600","i"
"*","1.20.0.0","17","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.0.0","17","200.219.145.23",NA,NA,0,"53242 12956 3356 38040 9737 56120","i"
"*","1.20.0.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.0.0","24","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.1.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.1.0","24","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.2.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.2.0","24","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.3.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.3.0","24","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.4.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.4.0","22","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.8.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.8.0","21","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.16.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.16.0","20","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.32.0","20","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.32.0","20","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.48.0","21","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.48.0","21","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.56.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.56.0","22","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.125.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.125.0","24","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.126.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 3356 38040 9737 56120","i"
"*>","1.20.126.0","24","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737 56120","i"
"*","1.20.128.0","17","200.219.145.45",NA,NA,0,"28135 18881 3549 1239 38040 9737","i"
"*>","1.20.128.0","17","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737","i"
"*","1.20.128.0","18","200.219.145.45",NA,NA,0,"28135 18881 3549 1239 38040 9737","i"
"*>","1.20.128.0","18","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737","i"
"*","1.20.128.0","19","200.219.145.45",NA,NA,0,"28135 18881 3549 1239 38040 9737","i"
"*>","1.20.128.0","19","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737","i"
"*","1.20.160.0","19","200.219.145.45",NA,NA,0,"28135 18881 3549 1239 38040 9737","i"
"*>","1.20.160.0","19","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737","i"
"*","1.20.192.0","18","200.219.145.45",NA,NA,0,"28135 18881 3549 1239 38040 9737","i"
"*>","1.20.192.0","18","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737","i"
"*","1.20.192.0","19","200.219.145.45",NA,NA,0,"28135 18881 3549 1239 38040 9737","i"
"*>","1.20.192.0","19","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737","i"
"*","1.20.224.0","19","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 10026 38040 9737","i"
"*>","1.20.224.0","19","200.219.145.23",NA,NA,0,"53242 12956 174 38040 9737","i"
"*","1.21.0.0","16","200.219.145.45",NA,NA,0,"28135 18881 3549 2914 2519","i"
"*>","1.21.0.0","16","200.219.145.23",NA,NA,0,"53242 12956 2516 2519","i"
"*","1.22.4.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.4.0","24","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.5.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.5.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.7.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.7.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.8.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.8.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.8.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.8.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.9.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.9.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.10.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.10.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.10.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.10.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.11.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.11.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.14.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.14.0","24","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.15.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.15.0","24","200.219.145.23",NA,NA,0,"53242 12956 3549 9498 45528","i"
"*","1.22.16.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.16.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.16.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.16.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.16.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.16.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.17.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.17.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.18.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.18.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.18.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.18.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.19.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.19.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.24.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.24.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.24.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.24.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.25.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.25.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.26.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 9730 45528","i"
"*>","1.22.26.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 9730 45528","i"
"*","1.22.27.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.27.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.28.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.28.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.28.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.28.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.29.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.29.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.30.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.30.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.30.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 9730 45528","i"
"*>","1.22.30.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 9730 45528","i"
"*","1.22.32.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.32.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.32.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.32.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.33.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.33.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.34.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.34.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.35.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.35.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.36.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.36.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.37.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.37.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.38.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.38.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 45528","i"
"*","1.22.44.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.44.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.45.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.45.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.46.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.46.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.47.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.47.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.22.48.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.48.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.50.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.50.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.52.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.52.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.52.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.52.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.53.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.53.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.54.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.54.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.55.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.55.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.56.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.56.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.56.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.56.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.57.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.57.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.60.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.60.0","22","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.22.60.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.60.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.61.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.61.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.62.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.62.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.22.63.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.63.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.64.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.64.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.64.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.64.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.65.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.65.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.66.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.66.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.67.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.67.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.70.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.70.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.70.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.70.0","24","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.71.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.71.0","24","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.72.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.72.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.72.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.72.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.73.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.73.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.74.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 45528","i"
"*>","1.22.74.0","23","200.219.145.23",NA,NA,0,"53242 12956 3356 9498 45528","i"
"*","1.22.76.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.76.0","22","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.22.76.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.76.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.22.77.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 55410 45528","i"
"*>","1.22.77.0","24","200.219.145.23",NA,NA,0,"53242 12956 3491 55410 45528","i"
"*","1.22.78.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.78.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.79.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.79.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.80.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.80.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.80.0","23","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.80.0","23","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.80.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.80.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.81.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.81.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.82.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.82.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.83.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.83.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.84.0","22","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 9730 45528","i"
"*>","1.22.84.0","22","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.84.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 9730 45528","i"
"*>","1.22.84.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 9730 45528","i"
"*","1.22.85.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.85.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
"*","1.22.86.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6762 9498 9730 45528","i"
"*>","1.22.86.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 9498 9730 45528","i"
"*","1.22.87.0","24","200.219.145.45",NA,NA,0,"28135 18881 3549 6453 4755 45528","i"
"*>","1.22.87.0","24","200.219.145.23",NA,NA,0,"53242 12956 6453 4755 45528","i"
